Class,File,Duration (s),Sample Rate,Channels
Hungry,D1_Hungry_0241.wav,7.0,16000,1
Hungry,D1_Hungry_0242.wav,6.92,16000,1
Hungry,D1_Hungry_0243.wav,6.92,16000,1
Hungry,D1_Hungry_0244.wav,6.94,16000,1
Hungry,D1_Hungry_0245.wav,6.94,16000,1
Hungry,D1_Hungry_0246.wav,7.0,16000,1
Hungry,D1_Hungry_0247.wav,7.0,16000,1
Hungry,D1_Hungry_0248.wav,7.0,16000,1
Hungry,D1_Hungry_0249.wav,7.0,16000,1
Hungry,D1_Hungry_0255.wav,7.0,16000,1
Hungry,D1_Hungry_0267.wav,7.0,16000,1
Hungry,D1_Hungry_0268.wav,7.0,16000,1
Hungry,D1_Hungry_0274.wav,7.0,16000,1
Hungry,D1_Hungry_0275.wav,7.0,16000,1
Hungry,D1_Hungry_0276.wav,7.0,16000,1
Hungry,D1_Hungry_0277.wav,7.0,16000,1
Hungry,D1_Hungry_0278.wav,7.0,16000,1
Hungry,D1_Hungry_0279.wav,7.0,16000,1
Hungry,D1_Hungry_0280.wav,7.0,16000,1
Hungry,D1_Hungry_0293.wav,7.0,16000,1
Hungry,D1_Hungry_0294.wav,7.0,16000,1
Hungry,D1_Hungry_0295.wav,7.0,16000,1
Hungry,D1_Hungry_0296.wav,7.0,16000,1
Hungry,D1_Hungry_0305.wav,7.0,16000,1
Hungry,D2_Hungry_0383.wav,6.94,16000,1
Hungry,D2_Hungry_0384.wav,6.94,16000,1
Hungry,D2_Hungry_0385.wav,6.9,16000,1
Hungry,D2_Hungry_0386.wav,6.9,16000,1
Hungry,D2_Hungry_0387.wav,6.96,16000,1
Hungry,D2_Hungry_0388.wav,6.98,16000,1
Hungry,D2_Hungry_0389.wav,6.9,16000,1
Hungry,D2_Hungry_0390.wav,6.96,16000,1
Hungry,D2_Hungry_0391.wav,6.84,16000,1
Hungry,D2_Hungry_0392.wav,6.94,16000,1
Hungry,D2_Hungry_0393.wav,6.96,16000,1
Hungry,D2_Hungry_0394.wav,6.94,16000,1
Hungry,D2_Hungry_0395.wav,6.96,16000,1
Hungry,D2_Hungry_0396.wav,6.96,16000,1
Hungry,D2_Hungry_0397.wav,6.86,16000,1
Hungry,D2_Hungry_0398.wav,6.86,16000,1
Hungry,D2_Hungry_0399.wav,6.86,16000,1
Hungry,D2_Hungry_0400.wav,6.78,16000,1
Hungry,D2_Hungry_0401.wav,7.18,16000,1
Hungry,D2_Hungry_0402.wav,6.92,16000,1
Hungry,D2_Hungry_0403.wav,6.92,16000,1
Hungry,D2_Hungry_0404.wav,6.88,16000,1
Hungry,D2_Hungry_0405.wav,6.94,16000,1
Hungry,D2_Hungry_0406.wav,6.86,16000,1
Hungry,D2_Hungry_0407.wav,6.66,16000,1
Hungry,D2_Hungry_0408.wav,6.9,16000,1
Hungry,D2_Hungry_0409.wav,6.9,16000,1
Hungry,D2_Hungry_0410.wav,6.86,16000,1
Hungry,D2_Hungry_0411.wav,7.04,16000,1
Hungry,D2_Hungry_0412.wav,7.06,16000,1
Hungry,D2_Hungry_0413.wav,6.88,16000,1
Hungry,D2_Hungry_0414.wav,6.96,16000,1
Hungry,D2_Hungry_0415.wav,6.88,16000,1
Hungry,D2_Hungry_0416.wav,6.92,16000,1
Hungry,D2_Hungry_0417.wav,6.86,16000,1
Hungry,D2_Hungry_0418.wav,6.86,16000,1
Hungry,D2_Hungry_0419.wav,6.98,16000,1
Hungry,D2_Hungry_0420.wav,6.92,16000,1
Hungry,D2_Hungry_0421.wav,6.96,16000,1
Hungry,D2_Hungry_0422.wav,6.94,16000,1
Hungry,D2_Hungry_0423.wav,6.68,16000,1
Hungry,D2_Hungry_0424.wav,6.66,16000,1
Hungry,D2_Hungry_0425.wav,6.74,16000,1
Hungry,D2_Hungry_0426.wav,6.76,16000,1
Hungry,D2_Hungry_0427.wav,6.74,16000,1
Hungry,D2_Hungry_0428.wav,6.74,16000,1
Hungry,D2_Hungry_0429.wav,6.76,16000,1
Hungry,D2_Hungry_0430.wav,6.94,16000,1
Hungry,D2_Hungry_0431.wav,6.78,16000,1
Hungry,D2_Hungry_0432.wav,6.9,16000,1
Hungry,D2_Hungry_0433.wav,6.96,16000,1
Hungry,D2_Hungry_0434.wav,6.9,16000,1
Hungry,D2_Hungry_0435.wav,6.86,16000,1
Hungry,D2_Hungry_0436.wav,6.92,16000,1
Hungry,D2_Hungry_0437.wav,6.92,16000,1
Hungry,D2_Hungry_0438.wav,6.92,16000,1
Hungry,D2_Hungry_0439.wav,6.92,16000,1
Hungry,D2_Hungry_0440.wav,6.84,16000,1
Hungry,D2_Hungry_0441.wav,6.86,16000,1
Hungry,D2_Hungry_0442.wav,7.06,16000,1
Hungry,D2_Hungry_0443.wav,7.06,16000,1
Hungry,D2_Hungry_0444.wav,6.66,16000,1
Hungry,D2_Hungry_0445.wav,7.06,16000,1
Hungry,D2_Hungry_0446.wav,7.06,16000,1
Hungry,D2_Hungry_0447.wav,7.06,16000,1
Hungry,D2_Hungry_0448.wav,7.06,16000,1
Hungry,D2_Hungry_0449.wav,7.06,16000,1
Hungry,D2_Hungry_0450.wav,7.06,16000,1
Hungry,D2_Hungry_0451.wav,7.06,16000,1
Hungry,D2_Hungry_0452.wav,7.04,16000,1
Hungry,D2_Hungry_0453.wav,6.94,16000,1
Hungry,D2_Hungry_0454.wav,6.9,16000,1
Hungry,D2_Hungry_0455.wav,6.78,16000,1
Hungry,D2_Hungry_0456.wav,6.78,16000,1
Hungry,D2_Hungry_0457.wav,6.78,16000,1
Hungry,D2_Hungry_0458.wav,6.78,16000,1
Hungry,D2_Hungry_0459.wav,6.78,16000,1
Hungry,D2_Hungry_0460.wav,6.78,16000,1
Hungry,D2_Hungry_0461.wav,6.56,16000,1
Hungry,D2_Hungry_0462.wav,6.9,16000,1
Hungry,D2_Hungry_0463.wav,6.92,16000,1
Hungry,D2_Hungry_0464.wav,6.86,16000,1
Hungry,D2_Hungry_0465.wav,6.88,16000,1
Hungry,D2_Hungry_0466.wav,6.86,16000,1
Hungry,D2_Hungry_0467.wav,6.86,16000,1
Hungry,D2_Hungry_0468.wav,6.86,16000,1
Hungry,D2_Hungry_0469.wav,6.68,16000,1
Hungry,D2_Hungry_0470.wav,6.96,16000,1
Hungry,D2_Hungry_0471.wav,6.96,16000,1
Hungry,D2_Hungry_0472.wav,7.12,16000,1
Hungry,D2_Hungry_0473.wav,6.96,16000,1
Hungry,D2_Hungry_0474.wav,6.94,16000,1
Hungry,D2_Hungry_0475.wav,6.62,16000,1
Hungry,D2_Hungry_0476.wav,6.92,16000,1
Hungry,D2_Hungry_0477.wav,6.92,16000,1
Hungry,D2_Hungry_0478.wav,6.86,16000,1
Hungry,D2_Hungry_0479.wav,6.92,16000,1
Hungry,D2_Hungry_0480.wav,6.92,16000,1
Hungry,D2_Hungry_0481.wav,6.66,16000,1
Hungry,D2_Hungry_0482.wav,6.62,16000,1
Hungry,D2_Hungry_0483.wav,6.86,16000,1
Hungry,D2_Hungry_0484.wav,6.88,16000,1
Hungry,D2_Hungry_0485.wav,6.72,16000,1
Hungry,D2_Hungry_0486.wav,6.72,16000,1
Hungry,D2_Hungry_0487.wav,6.94,16000,1
Hungry,D2_Hungry_0488.wav,6.96,16000,1
Hungry,D2_Hungry_0489.wav,6.94,16000,1
Hungry,D2_Hungry_0490.wav,6.94,16000,1
Hungry,D2_Hungry_0491.wav,6.96,16000,1
Hungry,D2_Hungry_0492.wav,6.86,16000,1
Hungry,D2_Hungry_0493.wav,6.94,16000,1
Hungry,D2_Hungry_0494.wav,6.92,16000,1
Hungry,D2_Hungry_0495.wav,6.88,16000,1
Hungry,D2_Hungry_0496.wav,6.82,16000,1
Hungry,D2_Hungry_0497.wav,6.64,16000,1
Hungry,D2_Hungry_0498.wav,6.9,16000,1
Hungry,D2_Hungry_0499.wav,6.96,16000,1
Hungry,D2_Hungry_0500.wav,6.94,16000,1
Hungry,D2_Hungry_0501.wav,6.68,16000,1
Hungry,D2_Hungry_0502.wav,6.68,16000,1
Hungry,D2_Hungry_0503.wav,6.68,16000,1
Hungry,D2_Hungry_0504.wav,6.96,16000,1
Hungry,D2_Hungry_0505.wav,6.9,16000,1
Hungry,D2_Hungry_0506.wav,6.94,16000,1
Hungry,D2_Hungry_0507.wav,6.96,16000,1
Hungry,D2_Hungry_0508.wav,6.94,16000,1
Hungry,D2_Hungry_0509.wav,7.04,16000,1
Hungry,D2_Hungry_0510.wav,7.06,16000,1
Hungry,D2_Hungry_0511.wav,7.04,16000,1
Hungry,D2_Hungry_0512.wav,6.78,16000,1
Hungry,D2_Hungry_0513.wav,6.92,16000,1
Hungry,D2_Hungry_0514.wav,6.92,16000,1
Hungry,D2_Hungry_0515.wav,6.74,16000,1
Hungry,D2_Hungry_0516.wav,6.64,16000,1
Hungry,D2_Hungry_0517.wav,6.96,16000,1
Hungry,D2_Hungry_0518.wav,6.94,16000,1
Hungry,D2_Hungry_0519.wav,6.66,16000,1
Hungry,D2_Hungry_0520.wav,6.66,16000,1
Hungry,D2_Hungry_0521.wav,6.92,16000,1
Hungry,D2_Hungry_0522.wav,6.92,16000,1
Hungry,D2_Hungry_0523.wav,6.92,16000,1
Hungry,D2_Hungry_0524.wav,6.96,16000,1
Hungry,D2_Hungry_0525.wav,6.92,16000,1
Hungry,D2_Hungry_0526.wav,6.94,16000,1
Hungry,D2_Hungry_0527.wav,6.94,16000,1
Hungry,D2_Hungry_0528.wav,7.02,16000,1
Hungry,D2_Hungry_0529.wav,6.78,16000,1
Hungry,D2_Hungry_0530.wav,6.78,16000,1
Hungry,D2_Hungry_0531.wav,6.7,16000,1
Hungry,D2_Hungry_0532.wav,6.72,16000,1
Hungry,D2_Hungry_0533.wav,6.9,16000,1
Hungry,D2_Hungry_0534.wav,6.9,16000,1
Hungry,D2_Hungry_0535.wav,6.9,16000,1
Hungry,D2_Hungry_0536.wav,6.9,16000,1
Hungry,D2_Hungry_0537.wav,6.54,16000,1
Hungry,D2_Hungry_0538.wav,6.54,16000,1
Hungry,D2_Hungry_0539.wav,6.54,16000,1
Hungry,D2_Hungry_0540.wav,6.92,16000,1
Hungry,D2_Hungry_0541.wav,6.92,16000,1
Hungry,D2_Hungry_0542.wav,6.94,16000,1
Hungry,D2_Hungry_0543.wav,6.94,16000,1
Hungry,D2_Hungry_0544.wav,6.66,16000,1
Hungry,D2_Hungry_0545.wav,6.86,16000,1
Hungry,D2_Hungry_0546.wav,6.94,16000,1
Hungry,D2_Hungry_0547.wav,6.92,16000,1
Hungry,D2_Hungry_0548.wav,6.96,16000,1
Hungry,D2_Hungry_0549.wav,6.96,16000,1
Hungry,D2_Hungry_0550.wav,7.04,16000,1
Hungry,D2_Hungry_0551.wav,6.94,16000,1
Hungry,D2_Hungry_0552.wav,7.04,16000,1
Hungry,D2_Hungry_0553.wav,6.88,16000,1
Hungry,D2_Hungry_0554.wav,6.92,16000,1
Hungry,D2_Hungry_0555.wav,6.9,16000,1
Hungry,D2_Hungry_0556.wav,6.9,16000,1
Hungry,D2_Hungry_0557.wav,6.92,16000,1
Hungry,D2_Hungry_0558.wav,7.02,16000,1
Hungry,D2_Hungry_0559.wav,6.86,16000,1
Hungry,D2_Hungry_0560.wav,6.92,16000,1
Hungry,D2_Hungry_0561.wav,6.92,16000,1
Hungry,D2_Hungry_0562.wav,6.94,16000,1
Hungry,D2_Hungry_0563.wav,6.88,16000,1
Hungry,D2_Hungry_0564.wav,6.9,16000,1
Hungry,D2_Hungry_0565.wav,6.96,16000,1
Hungry,D2_Hungry_0566.wav,6.76,16000,1
Hungry,D2_Hungry_0567.wav,6.52,16000,1
Hungry,D2_Hungry_0568.wav,6.92,16000,1
Hungry,D2_Hungry_0569.wav,6.66,16000,1
Hungry,D2_Hungry_0570.wav,6.66,16000,1
Hungry,D2_Hungry_0571.wav,6.66,16000,1
Hungry,D2_Hungry_0572.wav,6.96,16000,1
Hungry,D2_Hungry_0573.wav,6.78,16000,1
Hungry,D2_Hungry_0574.wav,6.88,16000,1
Hungry,D2_Hungry_0575.wav,6.88,16000,1
Hungry,D2_Hungry_0576.wav,6.64,16000,1
Hungry,D2_Hungry_0577.wav,6.78,16000,1
Hungry,D2_Hungry_0578.wav,6.78,16000,1
Hungry,D2_Hungry_0579.wav,6.78,16000,1
Hungry,D2_Hungry_0580.wav,6.78,16000,1
Hungry,D2_Hungry_0581.wav,6.78,16000,1
Hungry,D2_Hungry_0582.wav,6.78,16000,1
Hungry,D2_Hungry_0583.wav,6.78,16000,1
Hungry,D2_Hungry_0584.wav,6.78,16000,1
Hungry,D2_Hungry_0585.wav,6.72,16000,1
Hungry,D2_Hungry_0586.wav,6.9,16000,1
Hungry,D2_Hungry_0587.wav,6.78,16000,1
Hungry,D2_Hungry_0588.wav,7.06,16000,1
Hungry,D2_Hungry_0589.wav,6.94,16000,1
Hungry,D2_Hungry_0590.wav,6.92,16000,1
Hungry,D2_Hungry_0591.wav,6.86,16000,1
Hungry,D2_Hungry_0592.wav,6.94,16000,1
Hungry,D2_Hungry_0593.wav,6.94,16000,1
Hungry,D2_Hungry_0594.wav,6.94,16000,1
Hungry,D2_Hungry_0595.wav,6.9,16000,1
Hungry,D2_Hungry_0596.wav,6.92,16000,1
Hungry,D2_Hungry_0597.wav,6.64,16000,1
Hungry,D2_Hungry_0598.wav,6.82,16000,1
Hungry,D2_Hungry_0599.wav,6.84,16000,1
Hungry,D2_Hungry_0600.wav,6.82,16000,1
Hungry,D2_Hungry_0601.wav,6.84,16000,1
Hungry,D2_Hungry_0602.wav,6.9,16000,1
Hungry,D2_Hungry_0604.wav,6.66,16000,1
Hungry,D2_Hungry_0605.wav,6.64,16000,1
Hungry,D2_Hungry_0606.wav,6.92,16000,1
Hungry,D2_Hungry_0607.wav,6.92,16000,1
Hungry,D2_Hungry_0608.wav,6.76,16000,1
Hungry,D2_Hungry_0609.wav,6.88,16000,1
Hungry,D2_Hungry_0610.wav,6.92,16000,1
Hungry,D2_Hungry_0611.wav,6.92,16000,1
Hungry,D2_Hungry_0612.wav,6.92,16000,1
Hungry,D2_Hungry_0613.wav,6.92,16000,1
Hungry,D2_Hungry_0614.wav,6.96,16000,1
Hungry,D2_Hungry_0615.wav,6.92,16000,1
Hungry,D2_Hungry_0616.wav,6.92,16000,1
Hungry,D2_Hungry_0617.wav,6.9,16000,1
Hungry,D2_Hungry_0618.wav,6.64,16000,1
Hungry,D2_Hungry_0619.wav,6.64,16000,1
Hungry,D2_Hungry_0620.wav,6.64,16000,1
Hungry,D2_Hungry_0621.wav,6.64,16000,1
Hungry,D2_Hungry_0622.wav,6.94,16000,1
Hungry,D2_Hungry_0623.wav,6.96,16000,1
Hungry,D2_Hungry_0624.wav,6.9,16000,1
Hungry,D2_Hungry_0625.wav,6.9,16000,1
Hungry,D2_Hungry_0626.wav,6.98,16000,1
Hungry,D2_Hungry_0627.wav,7.06,16000,1
Hungry,D2_Hungry_0628.wav,6.92,16000,1
Hungry,D2_Hungry_0629.wav,6.9,16000,1
Hungry,D2_Hungry_0630.wav,6.9,16000,1
Hungry,D2_Hungry_0631.wav,6.74,16000,1
Hungry,D2_Hungry_0632.wav,6.74,16000,1
Hungry,D2_Hungry_0633.wav,6.76,16000,1
Temperature Discomfort,D1_Temperature_Discomfort_0011.wav,6.52,16000,1
Temperature Discomfort,D1_Temperature_Discomfort_0056.wav,7.0,16000,1
Temperature Discomfort,D1_Temperature_Discomfort_0059.wav,7.0,16000,1
Temperature Discomfort,D1_Temperature_Discomfort_0061.wav,7.0,16000,1
Temperature Discomfort,D1_Temperature_Discomfort_0097.wav,6.68,16000,1
Temperature Discomfort,D1_Temperature_Discomfort_0100.wav,6.66,16000,1
Temperature Discomfort,D2_Temperature_Discomfort_0101.wav,6.9,16000,1
Temperature Discomfort,D2_Temperature_Discomfort_0102.wav,6.9,16000,1
Temperature Discomfort,D2_Temperature_Discomfort_0103.wav,6.9,16000,1
Temperature Discomfort,D2_Temperature_Discomfort_0104.wav,6.9,16000,1
Temperature Discomfort,D2_Temperature_Discomfort_0105.wav,6.9,16000,1
Temperature Discomfort,D2_Temperature_Discomfort_0106.wav,6.84,16000,1
Temperature Discomfort,D2_Temperature_Discomfort_0107.wav,6.66,16000,1
Tired,D1_Tired_0100.wav,7.0,16000,1
Tired,D1_Tired_0101.wav,7.0,16000,1
Tired,D1_Tired_0112.wav,7.0,16000,1
Tired,D1_Tired_0113.wav,7.0,16000,1
Tired,D1_Tired_0114.wav,7.0,16000,1
Tired,D2_Tired_0133.wav,6.68,16000,1
Tired,D2_Tired_0134.wav,6.66,16000,1
Tired,D2_Tired_0135.wav,6.52,16000,1
Tired,D2_Tired_0136.wav,6.92,16000,1
Tired,D2_Tired_0137.wav,6.78,16000,1
Tired,D2_Tired_0138.wav,6.96,16000,1
Tired,D2_Tired_0139.wav,6.94,16000,1
Tired,D2_Tired_0140.wav,6.94,16000,1
Tired,D2_Tired_0141.wav,6.94,16000,1
Tired,D2_Tired_0142.wav,6.92,16000,1
Tired,D2_Tired_0143.wav,6.88,16000,1
Tired,D2_Tired_0144.wav,6.82,16000,1
Tired,D2_Tired_0145.wav,6.82,16000,1
Tired,D2_Tired_0146.wav,6.84,16000,1
